text,link,source,,,
"Pregnant healthcare personnel (HCP) should follow risk assessment and infection control guidelines for HCP exposed to patients with suspected or confirmed COVID-19. Adherence to recommended infection prevention and control practices is an important part of protecting all HCP in healthcare settings. Information on COVID-19 in pregnancy is very limited; facilities may want to consider limiting exposure of pregnant HCP to patients with confirmed or suspected COVID-19, especially during higher risk procedures (e.g., aerosol-generating procedures) if feasible based on staffing availability.",https://www.cdc.gov/coronavirus/2019-ncov/hcp/faq.html,Center for Disease Control and Prevention (CDC),,,
See COVID-19 and Animals.,https://www.cdc.gov/coronavirus/2019-ncov/hcp/faq.html,Center for Disease Control and Prevention (CDC),,,
"Waste generated in the care of PUIs or patients with confirmed COVID-19 does not present additional considerations for wastewater disinfection in the United States. Coronaviruses are susceptible to the same disinfection conditions in community and healthcare settings as other viruses, so current disinfection conditions in wastewater treatment facilities are expected to be sufficient. This includes conditions for practices such as oxidation with hypochlorite (i.e., chlorine bleach) and peracetic acid, as well as inactivation using UV irradiation.",https://www.cdc.gov/coronavirus/2019-ncov/hcp/faq.html,Center for Disease Control and Prevention (CDC),,,
Wastewater workers should use standard practices including basic hygiene precautions and wear the recommended PPE as prescribed for their current work tasks when handling untreated waste. There is no evidence to suggest that employees of wastewater plants need any additional protections in relation to COVID-19.,https://www.cdc.gov/coronavirus/2019-ncov/hcp/faq.html,Center for Disease Control and Prevention (CDC),,,
"Medical waste (trash) coming from healthcare facilities treating COVID-2019 patients is no different than waste coming from facilities without COVID-19 patients. CDC’s guidance states that management of laundry, food service utensils, and medical waste should be performed in accordance with routine procedures. There is no evidence to suggest that facility waste needs any additional disinfection.

More guidance about environmental infection control is available in section 7 of CDC’s Interim Infection Prevention and Control Recommendations for Patients with Confirmed COVID-19 or Persons Under Investigation for COVID-19 in Healthcare Settings.",https://www.cdc.gov/coronavirus/2019-ncov/hcp/faq.html,Center for Disease Control and Prevention (CDC),,,
"In general, transport and movement of the patient outside of  their room should be limited to medically essential purposes. If being transported outside of the room, such as to radiology, healthcare personnel (HCP) in the receiving area should be notified in advance of transporting the patient. For transport, the patient should wear a facemask to contain secretions and be covered with a clean sheet.

If transport personnel must prepare the patient for transport (e.g., transfer them to the wheelchair or gurney), transport personnel should wear all recommended PPE (gloves, a gown, respiratory protection that is at least as protective as a fit-tested NIOSH-certified disposable N95 filtering facepiece respirator or facemask—if a respirator is not available—and eye protection [i.e., goggles or disposable face shield that covers the front and sides of the face]). This recommendation is needed because these interactions typically involve close, often face-to-face, contact with the patient in an enclosed space (e.g., patient room). Once the patient has been transferred to the wheelchair or gurney (and prior to exiting the room), transporters should remove their gown, gloves, and eye protection and perform hand hygiene.

If the patient is wearing a facemask, no recommendation for PPE is made typically for HCP transporting patients with a respiratory infection from the patient’s room to the destination. However, given current limitations in knowledge regarding COVID-19 and following the currently cautious approach for risk stratification and monitoring of healthcare personnel caring for patients with COVID-19, use of a facemask by the transporter is recommended for anything more than brief encounters with COVID-19 patients. Additional PPE should not be required unless there is an anticipated need to provide medical assistance during transport (e.g., helping the patient replace a dislodged facemask).

After arrival at their destination, receiving personnel (e.g., in radiology) and the transporter (if assisting with transfer) should perform hand hygiene and wear all recommended PPE. If still wearing their original respirator or facemask, the transporter should take care to avoid self-contamination when donning the remainder of the recommended PPE. This cautious approach will be refined and updated as more information becomes available and as response needs change in the United States.

Interim guidance for EMS personnel transporting patients with confirmed or suspected COVID-19 is available here. EMS personnel should wear all recommended PPE because they are providing direct medical care and in close contact with the patient for longer periods of time.",https://www.cdc.gov/coronavirus/2019-ncov/infection-control/infection-prevention-control-faq.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Finfection-prevention-control-faq.html,Center for Disease Control and Prevention (CDC),,,
"Standard Precautions should be followed when caring for any patient, regardless of suspected or confirmed COVID-19. If the patient is afebrile (temperature is less than 100.0oF) and otherwise without even mild symptoms* that might be consistent with COVID-19 (e.g., cough, sore throat, shortness of breath), then precautions specific to COVID-19 are not required. However, until the patient is determined to be without such symptoms, HCP should wear all recommended PPE for the patient encounter. If the primary evaluation confirms the patient is without symptoms, management and need for any Transmission-Based Precautions should be based with the condition for which they are being evaluated (e.g., patient colonized with a drug-resistant organism), rather than potential exposure to COVID-19.

This public health response is an important opportunity to reinforce the importance of strict adherence to Standard Precautions during all patient encounters. Standard Precautions are based on the principles that all blood, body fluids, secretions, excretions except sweat, nonintact skin, and mucous membranes may contain transmissible infectious agents. The application of Standard Precautions is determined by the nature of the HCP-patient interaction and the extent of anticipated blood, body fluids, and pathogen exposure. For example, a facemask and eye protection should be worn during the care of any patient if splashes, sprays, or coughs could occur during the patient encounter. Similarly, gloves should be worn if contact with body fluids, mucous membranes, or nonintact skin are anticipated.

*Note: In addition to cough and shortness of breath, nonspecific symptoms such as sore throat, myalgia, fatigue, nausea, and diarrhea have been noted as initial symptoms in some cases of COVID-19. These symptoms can have several alternative explanations; however, failure to identify and implement proper precautions in a healthcare setting for persons infected with COVID-19 can contribute to widespread transmission in that facility due to the presence of susceptible patients and close interactions with healthcare personnel. For this reason, a lower temperature of 100.0oF and the inclusion of mild and non-specific symptoms should be used by healthcare settings evaluating these patients to increase the ability to detect even mild cases of COVID-19.",https://www.cdc.gov/coronavirus/2019-ncov/infection-control/infection-prevention-control-faq.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Finfection-prevention-control-faq.html,Center for Disease Control and Prevention (CDC),,,
"In general, only essential personnel should enter the room of patients with COVID-19. Healthcare facilities should consider assigning daily cleaning and disinfection of high-touch surfaces to nursing personnel who will already be in the room providing care to the patient. If this responsibility is assigned to EVS personnel, they should wear all recommended PPE when in the room. PPE should be removed upon leaving the room, immediately followed by performance of hand hygiene.

After discharge, terminal cleaning may be performed by EVS personnel. They should delay entry into the room until a sufficient time has elapsed for enough air changes to remove potentially infectious particles. We do not yet know how long SARS-CoV-2 remains infectious in the air. Regardless, EVS personnel should refrain from entering the vacated room until sufficient time has elapsed for enough air changes to remove potentially infectious particles (more information on clearance rates under differing ventilation conditions is available). After this time has elapsed, EVS personnel may enter the room and should wear a gown and gloves when performing terminal cleaning. A facemask and eye protection should be added if splashes or sprays during cleaning and disinfection activities are anticipated or otherwise required based on the selected cleaning products. Shoe covers are not recommended at this time for personnel caring for patients with COVID-19.",https://www.cdc.gov/coronavirus/2019-ncov/infection-control/infection-prevention-control-faq.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fhcp%2Finfection-prevention-control-faq.html,Center for Disease Control and Prevention (CDC),,,
"Administrators of childcare programs and K-12 schools should take the following actions to plan and prepare for COVID-19:

Review, update, and implement school emergency operation plans, particularly for infectious disease outbreaks.
Emphasize actions for students and staff to take such as staying home when sick; appropriately covering coughs and sneezes; and washing hands often.
Cleaning frequently touched surfaces.
Monitor and plan for absenteeism.
Review the usual absenteeism patterns at your school among both students and staff.
Review attendance and sick leave policies. Encourage students and staff to stay home when sick. Use flexibility, when possible, to allow staff to stay home to care for sick family members.
Alert local health officials about increases in absences, particularly those that appear due to respiratory illnesses.
Monitor and plan for addressing fear and bullying related to COVID-19.
Communicate early and repeatedly with parents directly what the policies and procedures will be to allow parents to assure proper guardianship and care of children.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Encourage students and staff to take everyday preventive actions to prevent the spread of respiratory illnesses, such as staying home when sick; appropriately covering coughs and sneezes; cleaning frequently touched surfaces; and washing hands often with soap and water. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. Remember to supervise young children when they use hand sanitizer to prevent swallowing alcohol, especially in childcare facilities.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
You should establish procedures to ensure students and staff who become sick at school or who arrive at school sick are sent home as soon as possible. Keep sick students and staff separate from well students and staff until sick students and staff can be sent home.,https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Schools and childcare programs are not expected to screen children, students, or staff to identify cases of COVID-19. The majority of respiratory illnesses are not COVID-19. If a community or school has cases of COVID-19, local health officials will help identify those individuals and will follow up on next steps.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Perform routine environmental cleaning. Routinely clean frequently touched surfaces (e.g., doorknobs, light switches, countertops) with cleaners that you typically use. Use all cleaning products according to the directions on the label. Provide disposable wipes so that commonly used surfaces (e.g., keyboards, desks, remote controls) can be wiped down by students and staff before each use.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Share resources with the school community to help them understand COVID-19 and steps they can take to protect themselves:

CDC’s health communication resources
CDC information on stigma and COVID-19
CDC information on COVID-19 and children
CDC offers several free handwashing resources that include health promotion materials, information on proper handwashing technique, and tips for families to help children develop good handwashing habits.
Other health and education professional organizations may also have helpful resources your school can use or share, such as the American Academy of Pediatricsexternal icon
CDC’s information on helping children cope with emergencies
Stigma prevention and facts about COVID-19",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Local health officials may recommend temporary school dismissals. Local health officials’ recommendations for the scope (e.g., a single school, a full district) and duration of school dismissals will be made on a case-by-case basis based on the most up-to-date information about COVID-19 and the specific cases in the impacted community. Dismissals may be 14 days or longer, depending on the situation in your community.
Schools should work with the local health department and other relevant leadership to communicate the possible COVID-19 exposure to the school community. This communication to the school community should align with the communication plan in the school’s emergency operations plan. In such a circumstance, it is critical to maintain confidentiality of the student or staff member as required by the Americans with Disabilities Act and the Family Education Rights and Privacy Act.
If a child or staff member has been identified with COVID-19, school and program administrators should seek guidance from local health officials to determine when students and staff should return to schools and what additional steps are needed for the school community. In addition, students and staff who are well but are taking care of or share a home with someone with a case of COVID-19 should follow instructions from local health officials to determine when to return to school.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"If your school notices a substantial increase in the number of students or staff missing school due to illness, report this to your local health officials.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"You may need to use temporary school dismissals of 14 days, or possibly longer, if a student or staff member attended school before being confirmed as having COVID-19. Any decision about school dismissal or cancellation of school events should be made in coordination with your local health officials. Schools are not expected to make decisions about dismissal and event cancellation independent of their local health officials. Dismissal and event cancellation decisions should be considered on a case-by-case basis using information from health officials about the local conditions.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"The length (duration), geographic scope, and public health objective of school dismissals may be reassessed and changed as the local outbreak situation evolves. At this time, the recommendation is for at least 14 days. This recommendation may be updated as the situation evolves.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Yes, many schools may use e-learning plans and distance learning options for continuity of education, if available. Your school or district’s emergency operations plan should have recommended strategies for ensuring continuity of education and may provide guidance on how to proceed during a school dismissal. In addition, you may be able to use and/or scale up approaches used in other situations when students have not been able to attend school (e.g. inclement weather, facility damage, power outages).",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"In the event of a school dismissal, extracurricular group activities and large events, such as performances, field trips, and sporting events should also be cancelled. This may require close coordination with other partners and organizations (e.g., high school athletics associations, music associations). In addition, discourage students and staff from gathering or socializing anywhere, like at a friend’s house, a favorite restaurant, or the local shopping mall.

Ensure continuity of meal programs for your students. Consider ways to distribute food to students who receive free or reduced cost meals. Check with the US Department of Agriculture – Food and Nutrition Service for additional information: https://www.fns.usda.gov/disaster/USDAfoodsPandemicSchools.external icon If there is community spread of COVID-19, design strategies to avoid distribution in settings where people might gather in a group or crowd. Consider options such as “grab-and-go” bagged lunches or meal delivery.

Consider alternatives for providing essential medical and social services for students. Continue providing necessary services for children with special healthcare needs, or work with the state Title V Children and Youth with Special Health Care Needs (CYSHCN) Program.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"CDC is currently working on additional guidance to help schools determine when and how to re-open their buildings to students. If you need immediate assistance with this, consult local health officials for guidance.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Review updated CDC information for travelers, including FAQ for travelers, and consult with state and local health officials. Health officials may use CDC’s Interim US Guidance for Risk Assessment and Public Health Management of Persons with Potential Coronavirus Disease 2019 (COVID-19) Exposure in Travel-associated or Community Settings to make recommendations. Individuals returning from travel to areas with community spread of COVID-19 must follow guidance they have received from health officials.",https://www.cdc.gov/coronavirus/2019-ncov/community/schools-childcare/schools-faq.html,Center for Disease Control and Prevention (CDC),,,
"Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.

WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”, See previous answer on &ldquo,</p>,,en,2020/03/17
"The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings.    ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating. ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Protection measures for everyone

Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news.

You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions:

Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.
Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.
Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.
Why? When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.
Avoid touching eyes, nose and mouth.
Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.
Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.
Why? Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19.
Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority.
Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections.
Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places  – especially if you are an older person or have diabetes, heart or lung disease.
Why? You have a higher chance of catching COVID-19 in one of these areas.
 



Protection measures for persons who are in or have recently visited (past 14 days) areas where COVID-19 is spreading

Follow the guidance outlined above (Protection measures for everyone)
Self-isolate by staying at home if you begin to feel unwell, even with mild symptoms such as headache, low grade fever (37.3 C or above) and slight runny nose, until you recover. If it is essential for you to have someone bring you supplies or to go out, e.g. to buy food, then wear a mask to avoid infecting other people.
Why? Avoiding contact with others and visits to medical facilities will allow these facilities to operate more effectively and help protect you and others from possible COVID-19 and other viruses.
If you develop fever, cough and difficulty breathing, seek medical advice promptly as this may be due to a respiratory infection or other serious condition. Call in advance and tell your provider of any recent travel or contact with travelers.
Why? Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also help to prevent possible spread of COVID-19 and other viruses.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"The risk depends on where you  are - and more specifically, whether there is a COVID-19 outbreak unfolding there.

For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.

COVID-19 outbreaks can be contained and transmission stopped, as has been shown in China and some other countries. Unfortunately, new outbreaks can emerge rapidly. It’s important to be aware of the situation where you are or intend to go. WHO publishes daily updates on the COVID-19 situation worldwide. 

You can see these at https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.

We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.
Learn more about how to protect yourself at https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes)  appear to develop serious illness more often than others. ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection. ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines. WHO will continue to provide updated information as soon as clinical findings are available.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.

Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.

The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. (See Basic protective measures against the new coronavirus).",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"No. The virus that causes COVID-19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome (SARS) in 2003 are related to each other genetically, but the diseases they cause are quite different.

SARS was more deadly but much less infectious than COVID-19. There have been no outbreaks of SARS anywhere in the world since 2003.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.

WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks  (see Advice on the use of masks).

The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See basic protective measures against the new coronavirus for more information.
",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Remember, a mask should only be used by health workers, care takers, and individuals with respiratory symptoms, such as fever and cough.
Before touching the mask, clean hands with an alcohol-based hand rub or soap and water
Take the mask and inspect it for tears or holes.
Orient which side is the top side (where the metal strip is).
Ensure the proper side of the mask faces outwards (the coloured side).
Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.
Pull down the mask’s bottom so it covers your mouth and your chin.
After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask.
Discard the mask in a closed bin immediately after use.
Perform hand hygiene after touching or discarding the mask – Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days. These estimates will be updated as more data become available.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed.  

To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"While there has been one instance of a dog being infected in Hong Kong, to date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly. 

WHO continues to monitor the latest research on this and other COVID-19 topics and will update as new findings are available.
",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).

If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"The following measures ARE NOT effective against COVID-2019 and can be harmful:

Smoking
Wearing multiple masks
Taking antibiotics (See question 10 ""Are there any medicines of therapies that can prevent or cure COVID-19?"")
In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of developing a more severe infection and be sure to share your recent travel history with your health care provider.",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,World Health Organization (WHO),,,
"Call  your healthcare provider, or call before going to the emergency room.
We have guidance available for people who have or think they may have COVID-19:
What to do if you have confirmed or suspected coronavirus disease (COVID-19) (PDF) 
What to do if you were potentially exposed to someone with confirmed coronavirus disease (COVID-19) (PDF)
What to do if you have symptoms of coronavirus disease 2019 (COVID-19) and have not been around anyone who has been diagnosed with COVID-19 (PDF)",https://www.doh.wa.gov/Emergencies/Coronavirus,Washington State Department of Health,,,
"If you have symptoms, call your healthcare provider.
Learn more about testing.",https://www.doh.wa.gov/Emergencies/Coronavirus,Washington State Department of Health,,,
"The risk posed by a virus outbreak depends on factors including how well it spreads between people, the severity of the illness it causes, and the medical or other measures we have to control the impact of the virus (for example, vaccine or treatment medications).

COVID-19 is spreading in several communities in Washington, the risk of exposure is increasing for people who live in our state.
Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.
Those who have had close contact with persons with COVID-19 are at elevated risk of exposure.
Travelers returning from affected international locations where community spread is occurring are at elevated risk of exposure.
Our knowledge of COVID-19 is still rapidly evolving. The risk assessment will be updated as needed.",https://www.doh.wa.gov/Emergencies/Coronavirus,Washington State Department of Health,,,
"There is currently no vaccine to prevent COVID-19. The best way to prevent illness is to avoid being exposed to this virus. The virus is thought to spread mainly from person-to-person between people who are in close contact with one another (within about 6 feet). This occurs through respiratory droplets produced when an infected person coughs or sneezes. These droplets can land in the mouths or noses of people who are nearby or possibly be inhaled into the lungs. Older adults and people who have severe underlying chronic medical conditions like heart or lung disease or diabetes seem to be at higher risk for developing more serious complications from COVID-19 illness. Every person has a role to play. So much of protecting yourself and your family comes down to common sense: 

Washing hands with soap and water.
Clean and disinfect frequently touched surfaces daily. If surfaces are dirty, clean them using detergent or soap and water prior to disinfection.
Avoiding touching eyes, nose or mouth with unwashed hands.
Cover your cough or sneeze with a tissue or your elbow.
Avoiding close contact with people who are sick.
Staying away from work, school or other people if you become sick with respiratory symptoms like fever and cough.
Following guidance from public health officials.
Please consult with your health care provider about additional steps you may be able to take to protect yourself.
",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx#,California Department of Public Health,,,
